,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count
105,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Dogs Allowed': False, 'Delivery': False, 'Take-out': False, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': False, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': False}",MLAnvEcvDfOWELHUN_0xEw,"['Food', 'Breweries', 'American (New)', 'Restaurants', 1]",Scottsdale,{},33.5392485,-111.9203854,False,89,3.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.259259259259259,81,38,354
106,"{'Price Range': 1, 'Wi-Fi': 'free', 'Good for Kids': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'By Appointment Only': False, 'Outdoor Seating': True, 'Accepts Credit Cards': True}",_e49VDzW8syrBVZgKQkyXQ,"['Arts & Entertainment', 'Shopping', 'Food', 'Art Galleries', 'Internet Cafes', 'Coffee & Tea', 1]",Mesa,"{'Tuesday': {'close': '19:00', 'open': '07:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Saturday': {'close': '22:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '07:00'}, 'Thursday': {'close': '19:00', 'open': '07:00'}, 'Monday': {'close': '19:00', 'open': '07:00'}}",33.4153769,-111.8360508,True,12,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,22,7,19,7,22,10,25,25,19,7,19,7,19,7,4.9,10,4,12
107,"{'Price Range': 2, 'Wi-Fi': 'no', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Accepts Credit Cards': True}",EXB0XXzcgdvnEvCXtpqSCg,"['Food', 'Bagels', 'Coffee & Tea', 1]",Scottsdale,{},33.494383106331,-111.925853343957,False,16,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.9473684210526314,19,5,81
108,"{'Noise Level': 'average', 'Attire': 'casual', 'Has TV': False, 'Good for Kids': True, 'Alcohol': 'beer_and_wine', 'Good For Groups': False, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Delivery': False, 'Accepts Credit Cards': True}",o2BeeJmpf_J9EmC8HQoHRA,"['Food', 'Convenience Stores', 'American (New)', 'Cafes', 'Restaurants', 1]",Paradise Valley,"{'Tuesday': {'close': '19:00', 'open': '07:00'}, 'Friday': {'close': '19:00', 'open': '07:00'}, 'Saturday': {'close': '19:00', 'open': '07:00'}, 'Sunday': {'close': '19:00', 'open': '07:00'}, 'Wednesday': {'close': '19:00', 'open': '07:00'}, 'Thursday': {'close': '19:00', 'open': '07:00'}, 'Monday': {'close': '19:00', 'open': '07:00'}}",33.5388471,-111.9641728,True,18,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,2,0,2,2,2,2,2,19,7,19,7,19,7,19,7,19,7,19,7,19,7,4.1875,16,4,48
109,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Dogs Allowed': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",oY71G_AaKlF4Il-gt4L2OQ,"['Italian', 'American (New)', 'Restaurants', 1]",Tempe,"{'Tuesday': {'close': '22:00', 'open': '15:00'}, 'Saturday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '15:00'}, 'Thursday': {'close': '22:00', 'open': '12:00'}, 'Monday': {'close': '22:00', 'open': '15:00'}}",33.3755635247852,-111.919769253442,True,102,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,1,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,0,1,0,0,0,25,25,22,15,23,11,22,11,22,12,22,15,22,15,3.25,96,17,287
110,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",eFfoxuq2XiRlYftEN3YqTA,"['Chinese', 'Restaurants', 1]",Mesa,{},33.3789718,-111.6018116,True,16,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.6875,16,5,36
111,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Outdoor Seating': False, 'Delivery': False, 'Accepts Credit Cards': True}",wbVDdv5cp5cHh6ckQlVMSQ,"['Fast Food', 'Sandwiches', 'Restaurants', 1]",Chandler,{},33.2176599,-111.8264946,True,4,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1,0,2,2,2,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.0,4,4,18
112,"{'Has TV': False, 'Attire': 'casual', 'Good For Groups': True, 'Drive-Thru': True, 'Take-out': True, 'Delivery': False, 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",2Yn5IgbAOtc7_bT0g47bQA,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '02:00', 'open': '06:00'}, 'Friday': {'close': '02:00', 'open': '06:00'}, 'Saturday': {'close': '02:00', 'open': '06:00'}, 'Sunday': {'close': '01:00', 'open': '06:00'}, 'Wednesday': {'close': '02:00', 'open': '06:00'}, 'Thursday': {'close': '02:00', 'open': '06:00'}, 'Monday': {'close': '02:00', 'open': '06:00'}}",33.406735,-111.97758,True,7,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,2,2,2,2,2,2,6,2,6,2,6,1,6,2,6,2,6,2,6,3.8333333333333335,6,6,86
113,"{'Noise Level': 'average', 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Delivery': True, 'Accepts Credit Cards': True}",O4E5IXT6zVJ3VpbYHqxRug,"['Italian', 'Pizza', 'Salad', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '23:00', 'open': '09:00'}, 'Friday': {'close': '00:00', 'open': '09:00'}, 'Saturday': {'close': '00:00', 'open': '10:00'}, 'Sunday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '09:00'}, 'Thursday': {'close': '23:00', 'open': '09:00'}, 'Monday': {'close': '23:00', 'open': '09:00'}}",33.5243739707411,-112.149998081476,True,31,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,0,9,23,9,0,10,23,11,23,9,23,9,23,9,4.0,28,3,11
114,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",5nazrxmIAH7RMgURdrSCIg,"['American (Traditional)', 'Restaurants', 1]",Chandler,{},33.2638524,-111.8582442,True,27,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,1,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.0689655172413794,29,12,181
115,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",r_zSKJm5f_x79IXx27mtRw,"['Breakfast & Brunch', 'Restaurants', 1]",Scottsdale,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.6192614,-111.8921546,True,35,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1724137931034484,29,19,210
116,"{'Price Range': 2, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",CBMLVoXLAPOve9DnyA8qtA,"['Food', 'Grocery', 1]",Fountain Hills,{},33.578926,-111.7604257,True,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.2857142857142856,7,3,111
117,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",7rNxQjRe7vd755tG6JeU2w,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Glendale,"{'Tuesday': {'close': '00:00', 'open': '06:30'}, 'Friday': {'close': '01:00', 'open': '06:30'}, 'Saturday': {'close': '01:00', 'open': '06:30'}, 'Sunday': {'close': '00:00', 'open': '06:30'}, 'Wednesday': {'close': '00:00', 'open': '06:30'}, 'Thursday': {'close': '00:00', 'open': '06:30'}, 'Monday': {'close': '00:00', 'open': '06:30'}}",33.5361,-112.35793,True,7,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,0,0,0,0,0,0,1,6,0,6,1,6,0,6,0,6,0,6,0,6,3.857142857142857,7,2,18
118,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",Ao57uER6nnpa2KULpZDFrg,"['American (Traditional)', 'Comfort Food', 'Restaurants', 1]",Chandler,"{'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}}",33.321111,-111.8598034,True,21,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,1,0,0,1,0,0,0,22,11,22,11,22,11,22,11,22,11,22,11,22,11,3.85,20,3,75
119,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",i52eORoeWujZ9y_w3Dos5Q,"['Food', 'Ethnic Food', 'Grocery', 'Specialty Food', 1]",Mesa,{},33.4133505,-111.8759922,True,69,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.921875,64,33,619
120,"{'Noise Level': 'quiet', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",KyS6qEcU8BBuFRqSGwINFw,"['Buffets', 'Restaurants', 1]",Phoenix,{},33.460999,-112.205731,True,6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,1,0,1,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.0,6,2,8
121,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': True, 'Smoking': 'no', 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': True, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True, 'Coat Check': False}",nLLs9fIiWw6WDku3_2NVVA,"['Chinese', 'Restaurants', 1]",Peoria,"{'Tuesday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:30'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Monday': {'close': '21:30', 'open': '11:00'}}",33.610578109922,-112.22043547075,True,68,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,1,0,2,1,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,0,1,1,1,1,0,0,1,0,0,0,22,11,21,11,22,11,21,11,21,11,21,11,21,11,3.7936507936507935,63,19,129
122,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",m14pIWedGiHi9_aWAIXEew,"['Hot Dogs', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '20:00', 'open': '11:00'}, 'Friday': {'close': '20:00', 'open': '11:00'}, 'Saturday': {'close': '20:00', 'open': '11:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}, 'Thursday': {'close': '20:00', 'open': '11:00'}, 'Monday': {'close': '20:00', 'open': '11:00'}}",33.640347560124,-111.969566345215,False,22,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,1,0,0,1,0,0,0,20,11,20,11,20,11,25,25,20,11,20,11,20,11,4.2,20,9,36
